Year,Month,Latitude,Longitude,Fire Index,Elevation,Slope,Aspect,NDVI,LULC,Proximity to roads,Proximity to settlements,Rainfall,Temperature,Humidity,Wind Speed
2017,12,29.31487806,79.69549151,82.93324051,1786.269084,12.47738156,40.83869416,0.375785863,Water,1710.932029,3938.384202,182.7086834,30.3968351,27.49922585,18.80623602
2017,6,29.49151363,79.54127896,31.75314479,1835.910633,2.519125735,358.8873187,0.653654549,Water,972.3175959,1555.183336,230.6940586,6.9159912,29.43747668,8.542131257
2017,2,29.45467415,79.62274006,95.27975276,1900.338718,28.75560539,66.04286441,0.525287084,Urban,2809.74055,1634.466315,134.0309503,5.948601147,61.38471646,11.09387371
2017,12,29.41651886,79.68505973,82.52007674,1705.957942,10.90339759,213.8910706,0.16039404,Forest,1572.820755,53.99196195,141.8476875,12.75501703,32.08688708,1.606737331
2017,5,29.27079548,79.67776389,66.63068858,1969.208485,44.58489238,148.0948457,-0.112928794,Urban,421.8544822,3505.056335,193.0728668,32.01998252,27.39581072,15.80332774
2017,1,29.2768205,79.35643274,12.17619111,2469.975537,50.87567303,45.49911207,0.002149399,Forest,3425.030433,566.3487653,32.4232481,29.70977753,30.33421714,8.455175542
2017,12,29.21213008,79.46255692,47.8234023,1579.628939,32.73511096,10.02380673,0.34549034,Agriculture,3538.766038,3864.402887,130.8733345,25.48181893,49.25179995,16.01030249
2017,10,29.41319887,79.42959602,50.61075548,2161.146341,58.90244055,224.1836216,0.007057083,Urban,1799.962094,2459.33911,291.5852536,26.02276002,87.28798982,5.075952851
2017,6,29.23326725,79.33477001,23.25513584,2431.124091,27.02871429,290.432723,0.343973111,Forest,383.6169973,3921.399075,11.26569602,26.80011408,76.57903532,8.449575011
2017,12,29.33180095,79.55329631,7.996539436,1729.566841,30.80209261,303.1256381,0.031599025,Agriculture,2131.488587,2919.632696,94.80141686,33.27808101,32.76882116,15.73097873
2017,9,29.26051576,79.59436185,77.67236305,1709.529338,59.35306524,173.7768503,0.648923869,Urban,2211.67729,412.1663601,94.23294573,29.96573457,39.06985668,19.47755534
2017,1,29.46872908,79.63925124,12.20350521,1963.387177,13.89290616,279.8839682,0.197271473,Water,3343.354424,3828.261684,190.0392358,23.70171161,47.16098004,1.192510488
2017,11,29.34261107,79.34911076,59.42907506,1946.250815,56.55275638,242.2249681,0.045550626,Urban,1577.081956,348.9974245,31.74010783,24.97146306,88.31437176,16.24912355
2017,11,29.36898267,79.65057763,93.64491739,2290.542948,2.570253307,260.7316299,0.61232618,Barren,3412.996399,2393.508603,188.5632093,11.41220786,23.79123747,6.013781353
2017,10,29.40865483,79.55717023,87.61051926,1762.373414,26.78321342,177.3356419,0.142838965,Urban,4357.442709,861.7460707,28.5120722,24.71956475,38.59864828,11.01486562
2017,12,29.24179944,79.58157845,27.77526237,2593.796719,4.200210728,228.0282265,-0.088512312,Barren,1187.430212,3761.67589,28.48609423,17.74037037,68.35408752,5.801845299
2017,12,29.38132521,79.6642496,85.14486376,1095.15451,43.75408457,289.9893289,0.370409491,Agriculture,4894.597781,4557.956139,218.4550072,9.588856118,87.11549874,12.26890945
2017,3,29.36195233,79.54990451,0.033250612,1005.068558,36.50453615,143.2383032,0.381564204,Urban,1931.840686,2770.630817,97.24055215,29.19208458,22.45401702,7.076056613
2017,12,29.26091837,79.43434634,1.768780961,2024.317298,42.39805581,290.1524043,0.514695675,Agriculture,1336.293426,2635.736471,293.2268843,20.30741299,28.19039634,6.67229782
2017,7,29.48285607,79.63004293,60.25531638,1477.49586,22.468824,213.1260634,0.040219433,Agriculture,2107.555913,3819.815982,11.20588093,34.32275125,28.05557395,0.758766259
2017,4,29.37965964,79.44522368,36.47982191,1384.611822,22.16891604,59.72436877,0.243771339,Forest,471.9873795,25.39406488,133.5319991,13.45038063,11.67456236,2.939208118
2017,9,29.40843548,79.31369124,38.64608412,1499.038528,2.719156738,8.886296601,0.082367919,Agriculture,628.5295326,4588.793213,33.9407813,19.42010337,58.32925,18.34156398
2017,3,29.46414035,79.6322618,56.44410907,1409.676104,20.99669637,130.5912961,-0.119046264,Agriculture,2072.170235,987.2440855,105.41369,18.43986364,63.65624593,19.96554858
2017,5,29.38730621,79.43807686,19.17824556,1049.264079,55.75730414,196.8106782,0.676613827,Urban,3812.22261,4920.594419,299.4667352,8.623385673,58.20207121,15.61041152
2017,3,29.28869011,79.60953381,21.17553507,2554.452868,22.75359223,302.3353268,0.528869804,Urban,4501.561198,3681.26974,266.6527535,17.78345836,15.70583915,5.736252495
2017,7,29.23164828,79.44510316,48.4601587,1353.192782,49.88206237,45.89484485,0.101463059,Water,3324.089954,3871.255739,14.49732266,13.62660369,15.53841006,8.048902769
2017,5,29.33696037,79.64442721,75.42535443,2174.44762,50.53953028,288.0742852,0.399372993,Forest,526.0977762,3281.014902,168.9767531,9.809614141,26.83092436,14.7900691
2017,9,29.26553213,79.38780421,61.94977514,2220.154232,22.39446938,310.6832566,0.001263788,Agriculture,3360.098811,2358.315914,194.3466914,13.46466752,33.22356126,19.37027114
2017,7,29.32495298,79.68981891,29.73550482,2486.811837,37.91932082,54.24749532,0.690236622,Forest,3177.139604,2858.138467,62.86038719,11.99755074,72.92349247,9.109423415
2017,2,29.46498408,79.61190351,43.03371775,1048.879131,5.722296136,306.5739549,-0.085093657,Barren,4028.819591,232.0144301,43.53167202,27.02220593,22.75122126,16.59044831
2017,4,29.29730351,79.34569517,17.06647585,2395.277342,6.220714844,356.9232844,-0.196162854,Agriculture,4126.243333,3119.797547,271.3143404,5.923255348,13.52737731,19.50137845
2017,9,29.23662639,79.52631065,7.462981434,1843.561889,2.91945982,261.6619792,0.302008198,Forest,4341.015379,3130.49051,290.6449324,23.52388244,41.51900062,17.46946342
2017,12,29.30688935,79.69414692,78.26960407,2012.070576,34.8609056,282.5170855,0.383127823,Water,2070.657573,4456.003987,297.5678572,27.81984026,43.31137361,4.542994935
2017,2,29.47204853,79.48842618,26.53874092,2031.152443,25.56425866,357.9894963,0.37896532,Water,3489.321977,2528.281787,236.9285321,19.42170369,46.07258706,0.160637278
2017,10,29.28163967,79.37284286,17.77663879,2311.676488,32.8819414,217.9732502,-0.145488073,Agriculture,1341.251795,385.7218704,199.0506208,32.9469494,76.15228352,9.841634108
2017,9,29.39430704,79.49391135,69.16180556,1533.451715,31.26439143,110.8390975,0.114043807,Barren,4996.6814,1530.979602,103.7190757,26.23642086,17.84043319,10.62721663
2017,10,29.20015611,79.50498306,61.80516743,2172.881904,21.01217947,301.5111003,0.299198947,Water,876.6712069,3278.147061,51.4194937,27.43770954,66.31536659,4.025007291
2017,5,29.30577066,79.59667478,63.3189626,1845.724976,40.64840489,221.2148799,0.016579186,Water,50.5721583,1196.294314,23.69417981,10.90800462,37.03564568,5.693487839
2017,2,29.29143438,79.57953834,22.88946048,2269.430423,45.51011285,209.2303525,0.672625885,Barren,744.0435726,1402.639109,207.9892406,28.31886728,34.79841091,15.30306322
2017,4,29.24939676,79.46102002,23.26455386,2584.873652,0.877695533,91.30879999,-0.112890711,Forest,3879.361448,4102.345082,235.4170246,29.96284208,84.60345009,9.406945174
2017,12,29.36022683,79.38720924,22.08026298,1321.041628,12.43453799,272.280337,0.287384442,Water,2233.918383,2921.598659,247.9360957,15.83799165,29.87748195,6.347081672
2017,12,29.34544899,79.55802167,17.37525957,2591.437826,42.79415209,29.40021931,0.491416058,Urban,2237.501239,2542.637159,274.129501,11.40089204,61.40254683,12.45252055
2017,7,29.40773081,79.46868157,65.57236726,1143.699447,23.19721036,332.7433455,0.0617511,Water,4775.114598,1592.259834,263.9788691,16.55152038,32.01022059,13.05519512
2017,12,29.2808237,79.35291048,84.80158852,1003.708077,39.74903682,117.2964459,0.424240737,Forest,4598.17454,3654.64018,299.9223817,27.18823907,50.57151061,15.38791554
2017,8,29.27323766,79.66022892,72.43174697,1070.659098,20.81775958,45.998875,0.62938515,Forest,1555.973689,1438.592172,73.21920329,17.52917018,72.90343141,3.134185915
2017,3,29.25048731,79.57648874,79.20936338,1546.851848,23.44530914,159.2519519,-0.009663025,Agriculture,1045.290644,3685.317588,228.9922846,27.09955626,80.53780188,14.83034505
2017,1,29.26562927,79.57327354,40.47984291,2012.650129,9.520732421,15.28916733,0.717220592,Urban,4242.41105,350.5074013,175.9378537,8.406936229,77.09577922,11.98856784
2017,4,29.3674306,79.62903355,65.40757954,1110.447265,15.49386118,246.4654299,0.353558533,Forest,4530.095355,4322.706708,78.37353974,29.18035131,56.57445889,1.151437306
2017,2,29.32115085,79.51186467,35.42362404,1009.065303,36.32470545,324.9739838,0.099232004,Barren,2707.984614,2497.832317,294.5715967,12.59622445,29.90530523,15.54891257
2017,8,29.21946767,79.62602177,52.5504622,2499.345646,25.98978668,301.4146826,0.230858275,Urban,3147.118556,2192.540083,269.3694314,12.46786963,62.89867066,7.661605627
2017,4,29.27617462,79.4992363,48.16348465,2315.082618,46.45816098,45.85301044,0.112191884,Urban,1284.571423,3055.117058,38.55470053,22.71142896,66.79240366,6.607618687
2017,2,29.27406282,79.32687016,17.68871451,2294.693074,51.1550973,45.45760936,0.52511116,Barren,4004.01344,3120.960364,7.847502697,7.103541372,10.85535921,8.961503032
2017,6,29.40889128,79.46209924,38.70787603,2415.078841,32.49878509,292.8364136,0.596300663,Water,3160.612142,660.1758844,206.4992287,5.788931801,45.13684087,6.923501546
2017,6,29.41368118,79.49898596,96.38222755,2120.054836,45.49603752,332.7315389,0.632937392,Barren,2517.567556,3781.167949,181.2391887,12.83085996,77.46096343,6.765711844
2017,10,29.24442608,79.58808103,24.85802577,1167.046608,18.41427079,165.8411387,0.78576825,Barren,300.5427804,1379.64149,280.7446872,21.14202652,49.1670077,16.16155335
2017,4,29.49932215,79.34263149,13.38037363,1638.560301,24.89827292,179.6296021,0.591284292,Water,4579.674813,4524.809401,70.20158615,32.22849159,34.91003537,2.490105087
2017,6,29.2800343,79.35600742,41.85806216,2157.039178,42.76666057,114.5743349,0.401384071,Water,3077.257102,4089.253317,25.31638437,30.39305529,79.74382168,19.41200136
2017,2,29.49298449,79.40547352,79.03377359,1448.535137,23.17271957,321.9354426,0.139220298,Water,963.4554735,1731.330208,77.76460013,19.7133938,22.4704558,11.09863289
2017,10,29.3233111,79.40659936,58.21482298,2099.850183,35.31029611,232.1650459,0.344595449,Water,3031.930585,4038.696466,5.678292153,6.111559811,26.51561859,3.658479968
2017,12,29.20991522,79.59287383,68.09748272,1039.197517,11.12236674,103.7705678,-0.158931827,Water,3387.316771,1781.952496,10.76782536,21.05758204,64.98978935,2.624309659
2017,2,29.30352137,79.40029226,18.96948482,1489.819745,35.9862789,107.5618336,0.544825076,Barren,2628.851683,504.7384082,274.4573418,26.143868,38.19487532,11.83019064
2017,10,29.3903054,79.55323923,61.8948193,1878.608538,51.69082243,320.8320263,0.245955545,Agriculture,3590.50869,4809.441194,105.6049748,15.17493598,67.04134686,12.65998888
2017,4,29.40421164,79.49770954,32.35003949,2011.343727,52.11837839,4.908248606,-0.17997677,Agriculture,2907.26974,3263.010076,123.2427003,8.331899098,22.6162897,1.060515421
2017,8,29.35928037,79.52931775,83.4303366,1923.265063,43.46066438,116.1815662,-0.137493058,Forest,4738.84791,2280.497633,5.511496361,13.3570386,30.18152717,4.860038283
2017,7,29.33433495,79.63524279,62.9298806,2116.410042,44.74520274,199.5684052,0.187466464,Agriculture,268.485393,1988.866758,81.15653405,28.14766593,22.53179027,15.90923842
2017,12,29.36586793,79.4617526,19.88562778,1009.741997,33.47564671,53.35828636,0.383421519,Agriculture,531.2285423,1623.526671,241.4177951,15.53731497,86.23282509,0.992492555
2017,9,29.37780902,79.60836455,6.461667984,1161.50592,35.08008541,33.15555151,0.264203949,Barren,868.3581848,4907.237977,184.6472879,29.35944472,42.43231687,17.10177328
2017,8,29.224256,79.46881442,4.263320929,2390.310804,8.019034885,293.4994792,0.419204317,Water,3450.855353,673.7363257,226.1341803,14.58564355,36.97759279,13.16324953
2017,5,29.31089634,79.44154855,37.14085677,2090.797831,26.63155131,321.9855799,0.280294259,Water,3227.979364,1574.025295,134.1641222,9.906651152,11.13617249,8.688465187
2017,2,29.27264798,79.68345087,26.58511367,1180.690628,27.04657703,296.4983115,0.461703845,Barren,4460.294301,2427.488201,92.91876653,18.07545079,22.27340635,6.928656979
2017,5,29.44094193,79.37374837,64.60901235,2347.3191,57.50987014,323.5636403,0.019126065,Agriculture,3664.387264,2389.997725,144.843028,18.56823537,43.6908685,0.384979277
2017,8,29.34109019,79.33613478,49.9333835,1387.569949,25.86521176,199.1203096,-0.087156813,Barren,2541.777438,2356.832422,96.92132052,5.483246556,15.48022341,16.50429892
2017,10,29.49502694,79.60839437,26.6019278,1765.215815,32.96055869,292.4129236,0.396433955,Forest,4959.158962,878.9190792,251.691329,8.511352181,50.85914636,2.854437079
2017,9,29.31964733,79.32729988,14.9237778,1232.314421,31.99508396,138.2553498,0.284689517,Water,1330.539781,724.6626355,89.30211468,10.54778056,46.40123508,6.190839837
2017,12,29.44492956,79.6348316,12.71997627,2136.17609,38.20570302,239.8564301,-0.173132346,Urban,4165.958299,1273.837932,197.9290921,8.407619521,71.37345123,11.38213961
2017,12,29.43950354,79.47487736,86.46603921,2066.967074,44.89396988,355.9807913,0.180481885,Forest,2133.951861,4572.630769,41.09466669,15.24578226,62.78421611,4.919852001
2017,12,29.24521526,79.66620547,24.34779684,1337.779954,13.50251257,81.26198058,-0.093874415,Forest,3243.675694,565.2648392,206.0599481,33.93868567,45.67578443,9.942809275
2017,9,29.35245963,79.58861314,65.17106479,2381.441227,31.72346515,140.3639087,0.331356832,Barren,3636.342352,3787.125517,273.9899135,20.27667615,27.97285601,16.18685657
2017,1,29.40874384,79.54416187,81.0685928,1642.089639,49.55506244,172.8170558,0.19577768,Agriculture,3168.770436,3787.741966,182.5749464,23.82668072,68.14908528,9.410758696
2018,7,29.45750764,79.67972272,61.40813112,1468.024146,27.78688283,49.68557533,0.413151911,Water,702.5365155,4048.852019,167.956614,15.69159436,66.62896828,18.97954688
2018,4,29.29778767,79.45865975,85.95652316,1243.727343,16.70745278,29.17389977,0.605602219,Urban,2214.755054,4433.077445,288.3354804,14.70463285,22.26369284,16.95001241
2018,11,29.26607231,79.68163477,39.23937215,1425.86882,39.28254452,298.7002319,0.099668684,Forest,2807.19189,1315.180888,188.2189666,5.694403157,83.18014651,6.660784707
2018,8,29.41334486,79.35400051,95.62221906,1035.243074,49.42604375,351.6459742,0.762102104,Urban,4245.218796,1122.797346,77.86512998,20.01000967,15.15240928,7.999242492
2018,5,29.44285031,79.49350198,13.31450042,1933.211988,3.788417576,145.701023,0.335634501,Agriculture,2218.228744,2327.528333,87.71730715,19.5082702,14.40301671,8.46653454
2018,7,29.3045998,79.40796449,10.21495297,2347.569194,46.607429,31.55394103,0.418290799,Agriculture,4593.736524,1325.445844,211.5919928,9.734921785,24.98803341,12.52358906
2018,10,29.22885297,79.51593711,65.86921462,1878.368719,49.29887598,23.69223385,0.480672373,Urban,2201.871115,3671.549945,220.6309782,27.92972001,82.75686384,5.735914584
2018,3,29.48215698,79.36480555,94.28311414,1350.838339,27.69137566,320.8745543,0.46673153,Water,2743.899296,3179.697884,91.04886954,19.78022991,51.59984992,19.38498278
2018,7,29.31927161,79.63661186,80.88834616,1053.870685,58.99833941,166.9731299,0.310970743,Agriculture,3981.428415,4374.93844,103.6031934,15.1698191,73.03527365,12.17368441
2018,11,29.35532541,79.63856314,7.641685944,1343.404917,47.20250044,115.209834,0.228764291,Urban,2915.338422,413.6915174,297.3169526,9.407267271,28.22745505,7.988033175
2018,11,29.45131303,79.68209453,27.93677139,1665.794285,46.41975389,171.5260576,-0.146218036,Forest,4801.090362,4575.416667,30.58576487,21.56482481,49.21775797,12.90019631
2018,8,29.40270704,79.36186886,93.03188848,2215.378286,44.87031446,114.5894741,-0.177914155,Urban,3301.679153,1466.743133,121.3935085,27.58451078,38.66315709,7.908100211
2018,5,29.42056484,79.54933302,25.30584328,1300.548564,9.036486193,176.0528791,0.157961195,Urban,2613.54727,2453.47173,18.73425936,13.45998058,76.22628857,16.35591362
2018,4,29.26272149,79.48969492,78.11704238,2151.666325,13.03385319,309.4403029,0.133660891,Barren,117.9598389,2193.05718,246.3235086,11.56383055,11.80835515,11.35681921
2018,8,29.36243439,79.43775349,82.51321959,2387.093549,27.83940789,213.2284936,0.187695155,Agriculture,2068.664488,3801.558256,27.70375168,20.65804892,29.5074184,0.839410068
2018,8,29.40873532,79.44061606,49.54521035,1726.314957,15.840261,250.0753582,-0.061631799,Water,1496.242096,2101.666547,202.2022069,9.660299075,22.20593794,3.535137348
2018,3,29.26856501,79.46511742,38.63489098,2314.291187,24.91445834,131.2814434,0.538168271,Water,3740.528339,4717.765728,16.9450272,24.9984016,78.7351231,17.29987946
2018,6,29.25248648,79.58197022,45.01244324,1887.451757,53.3078466,265.8621163,0.656964415,Barren,1041.388376,4512.669413,201.8565113,23.16030884,47.40350798,11.25799653
2018,5,29.4946505,79.53931442,22.69646944,2019.345339,49.45961351,239.9821506,0.738714635,Water,1026.100436,4360.80576,252.9110841,7.612461488,42.33760351,19.00686953
2018,2,29.35499077,79.48387261,88.93909161,1842.045537,37.80239271,43.04231919,0.292362304,Urban,947.5952162,356.2916632,119.6464581,6.095611381,45.95862097,1.448446257
2018,8,29.27824875,79.33037336,45.06196567,1741.076347,51.48722366,206.1514271,0.500865699,Barren,628.0780658,4271.290308,156.637948,23.60865958,87.75396406,5.905212602
2018,12,29.49887611,79.33110614,88.24594405,1375.445507,47.02634334,92.42765867,0.655551123,Forest,1555.035018,3908.177227,120.4625214,13.82881322,78.02139155,3.870867465
2018,6,29.48962581,79.30093576,10.56934799,1485.110495,25.73909591,289.4744411,0.218291111,Agriculture,4429.610572,517.564735,90.14662759,7.593372595,66.50950175,11.07680584
2018,2,29.36748804,79.68707976,98.8275271,1463.95219,12.06390912,153.337575,0.109412795,Agriculture,3874.642362,537.0716272,240.9790202,27.78286115,33.23831674,7.655856622
2018,12,29.4647909,79.30210153,44.32730874,1901.26229,30.8520624,358.0862995,0.736724556,Agriculture,3676.256082,505.8190576,81.60077212,14.42132009,23.21383996,3.145470682
2018,5,29.25661213,79.3412375,4.783082039,1191.925909,44.17373295,33.30015766,0.315676551,Urban,3986.684028,56.66296602,216.8830273,18.78798649,83.71469032,12.85503828
2018,1,29.28366141,79.42583862,3.802184824,2466.866705,26.18517592,280.9252306,0.297253887,Forest,1347.089447,2743.171526,61.85912378,12.10438782,43.84604182,10.72596732
2018,12,29.41010735,79.6229721,74.62072575,2153.048232,40.00631459,242.5326241,-0.021583903,Barren,4437.208454,4866.971457,74.95613882,23.81951235,32.30046396,5.494725026
2018,10,29.45399834,79.68483951,65.90355342,1642.313009,5.659645577,276.299579,-0.091844985,Barren,686.5168757,2193.423514,100.9383488,14.04465246,47.67366611,9.595427156
2018,6,29.45689729,79.61600542,80.21305581,1253.798631,44.88028418,110.7107264,0.642106862,Agriculture,1681.728634,2703.787509,176.7469132,34.04062884,83.42779383,14.9147663
2018,12,29.32135244,79.57622409,10.5367534,2411.187472,48.76281719,177.1396162,0.414133176,Forest,2933.740595,4839.848984,136.3266957,26.08842646,40.96538507,4.105433491
2018,9,29.46633103,79.50852027,3.557086704,2318.044944,42.41027135,286.7430671,0.125824584,Forest,514.5254417,1275.911144,223.5434429,9.101668291,55.01127978,5.858114934
2018,1,29.45527853,79.33468208,50.85792894,2154.754484,58.03581525,83.71487938,-0.008263783,Forest,3650.650939,4292.351263,64.0701901,17.50084519,74.23730409,6.922219742
2018,11,29.4806905,79.68326832,38.75952315,1434.475276,49.59912345,81.37195084,0.35549728,Water,1936.230241,2731.952336,3.201686355,16.56263299,44.17060248,14.93452874
2018,11,29.4356022,79.60335697,46.19469367,1643.91462,54.18562367,198.3783432,0.383919289,Water,3922.028328,2847.382573,232.9672415,21.02741332,28.68334415,16.93845199
2018,10,29.40069648,79.55557975,99.15884089,1164.397204,56.01426501,188.4828886,0.006993601,Agriculture,2464.481428,1715.869286,246.4948002,30.25792023,89.56205987,7.527769929
2018,12,29.37420599,79.60361434,97.07499577,1302.46324,48.08087951,101.6144893,0.651405748,Forest,904.3726221,2807.921805,17.84404893,22.50266046,86.5256686,5.932417237
2018,12,29.31168483,79.58964133,94.23153897,2252.82662,40.45553052,107.3072342,-0.115735634,Forest,3673.809057,365.7125474,183.2722566,6.846700328,77.47833353,17.78893517
2018,3,29.48204003,79.55489263,78.38426768,2144.06195,0.343114882,100.0242588,0.156093085,Barren,1260.719779,3823.217863,113.4620352,24.6624709,65.06991035,19.98729864
2018,12,29.49209915,79.69223072,35.48413603,1949.577221,27.94954519,277.7443423,0.480384414,Barren,2454.051506,1423.438808,238.1686966,5.247958938,33.58925025,13.40707279
2018,7,29.28517629,79.66134553,41.21309303,2433.162761,34.26973792,234.6843116,0.074120364,Agriculture,377.6663458,4438.041647,262.3243663,28.39881382,83.07303505,19.7996123
2018,4,29.29160916,79.55866597,54.96160437,1933.226429,18.24181635,299.670186,0.627675195,Forest,3089.333272,1839.253473,255.30113,24.99908217,32.04453361,13.19932556
2018,9,29.34568413,79.57727008,83.05344564,1747.1488,19.08626681,351.1702902,0.539867827,Agriculture,3329.288831,714.1205524,233.1612742,14.26356975,74.06475957,14.66920544
2018,3,29.33452724,79.32063832,6.871283252,1544.593194,57.66956494,170.6991467,0.589022845,Barren,1893.37105,3479.407872,80.71566862,13.77325414,83.46065344,7.773120031
2018,5,29.49833724,79.56796699,42.42968859,2504.717609,53.50265191,24.00979731,-0.080893464,Barren,4772.113902,822.8907236,243.5668931,28.9481899,58.24030723,8.65935094
2018,3,29.25277758,79.31766618,8.261766346,1132.344738,50.95074033,17.31323175,-0.059452872,Water,4370.844607,3768.402578,160.0435428,28.50010076,74.24449743,2.88271328
2018,7,29.20542261,79.5353055,51.46575866,2489.419795,24.3607081,106.4394141,0.086473738,Agriculture,3539.704579,4840.561182,15.82698445,15.56907063,73.33560794,16.4550003
2018,5,29.34816811,79.6997414,89.8900824,2322.743456,0.821913025,335.7160522,0.318077165,Agriculture,3568.260372,3897.764344,137.081655,13.96843184,25.45262009,18.62118062
2018,9,29.25364681,79.52232263,78.24849246,1207.887879,4.813334787,188.3566998,0.548016077,Forest,1262.008575,112.2462422,282.6473751,21.79474367,63.43395789,12.46876267
2018,7,29.30994064,79.48928405,22.78424175,1903.974972,18.73178209,97.84314579,0.636530891,Forest,3284.076155,2999.42894,266.3578049,5.2509698,17.47743495,6.872946169
2018,2,29.42325116,79.42514194,97.59908496,2386.476771,0.94457478,143.700046,0.504335316,Water,991.0313262,3477.053355,30.6792843,7.48001114,50.62801145,3.080326507
2018,4,29.41628198,79.34820903,66.7350398,1914.894662,1.028986915,215.4942387,0.728596882,Urban,720.0161196,4127.291629,223.2380057,8.785087704,22.97884385,5.303124594
2018,9,29.29241824,79.59240947,1.04276994,2451.519714,54.9961981,235.0618769,0.53874351,Urban,4997.339471,280.0115447,241.7378598,10.56235453,43.3079599,5.108208417
2018,12,29.36276207,79.37703961,25.54134847,2508.774107,42.36951013,55.41102352,0.106267887,Urban,3111.879657,2400.53914,81.41645647,20.3605438,76.63856598,12.27055768
2018,2,29.35264422,79.34611281,26.07132999,1675.815235,18.5373594,351.7314036,0.065081284,Agriculture,2154.939363,2676.854363,141.4825712,34.76725745,88.97342717,18.90074931
2018,10,29.39089979,79.46870506,6.925430629,1603.701858,7.958674656,196.1180017,0.49619245,Agriculture,1440.822614,845.6243132,213.2963824,24.57840205,35.43678653,0.965437739
2018,9,29.27513855,79.61813674,95.98265181,2498.113846,30.69814307,48.84779441,-0.007129431,Barren,3019.602218,1612.249049,131.7124466,6.838963833,52.5564559,0.020445992
2018,10,29.37696125,79.59802582,47.82552946,2080.224098,0.320769651,321.7086912,-0.107285189,Agriculture,247.9675411,2201.108631,33.83907566,20.76738122,50.90384195,12.00363889
